,age,Pupil,VA,FixLoss_times,Ca_trial,FixLose_pcnt,FN,FP,MD10_2,PSD,PSD_p,fovea,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,RGC_HFA,RGC_HFA9,RGC_OCT,wRGC,wRGC9,CSFI,CSFI/9,cpRNFL,Disc_Area,expectedRGCnumber,withinM(D),withinM(M),AVERAGETHICKNESS,SYMMETRY,QUADRANT_T,QUADRANT_S,QUADRANT_N,QUADRANT_I,CLOCKHOUR_1,CLOCKHOUR_2,CLOCKHOUR_3,CLOCKHOUR_4,CLOCKHOUR_5,CLOCKHOUR_6,CLOCKHOUR_7,CLOCKHOUR_8,CLOCKHOUR_9,CLOCKHOUR_10,CLOCKHOUR_11,CLOCKHOUR_12,GC_AVERAGE,GC_MINIMUM,GC_TEMPSUP,GC_SUP,GC_NASSUP,GC_NASINF,GC_INF,GC_TEMPINF,RNFL_AVERAGE,RNFL_MINIMUM,RNFL_TEMPSUP,RNFL_SUP,RNFL_NASSUP,RNFL_NASINF,RNFL_INF,RNFL_TEMPINF,repeated_diseasename,times,repeated,RGC_QUADRANT_I,RGC_QUADRANT_N,RGC_QUADRANT_S,RGC_QUADRANT_T,RGC_QUAD_sum,QUAD_cpRNFL,RGC_CH1,RGC_CH2,RGC_CH3,RGC_CH4,RGC_CH5,RGC_CH6,RGC_CH7,RGC_CH8,RGC_CH9,RGC_CH10,RGC_CH11,RGC_CH12,RGC_OCT2,RGC_OCT2_OCT1,RGC_disp_P1,RGC_disp_P2,RGC_disp_P3,RGC_disp_P4,RGC_disp_P5,RGC_disp_P6,RGC_disp_P7,RGC_disp_P8,RGC_disp_P9,RGC_disp_P10,RGC_disp_P11,RGC_disp_P12,RGC_disp_P13,RGC_disp_P14,RGC_disp_P15,RGC_disp_P16,RGC_disp_P17,RGC_disp_P18,RGC_disp_P19,RGC_disp_P20,RGC_disp_P21,RGC_disp_P22,RGC_disp_P23,RGC_disp_P24,RGC_disp_P25,RGC_disp_P26,RGC_disp_P27,RGC_disp_P28,RGC_disp_P29,RGC_disp_P30,RGC_disp_P31,RGC_disp_P32,RGC_disp_P33,RGC_disp_P34,RGC_disp_P35,RGC_disp_P36,RGC_disp_P37,RGC_disp_P38,RGC_disp_P39,RGC_disp_P40,RGC_disp_P41,RGC_disp_P42,RGC_disp_P43,RGC_disp_P44,RGC_disp_P45,RGC_disp_P46,RGC_disp_P47,RGC_disp_P48,RGC_disp_P49,RGC_disp_P50,RGC_disp_P51,RGC_disp_P52,RGC_disp_P53,RGC_disp_P54,RGC_disp_P55,RGC_disp_P56,RGC_disp_P57,RGC_disp_P58,RGC_disp_P59,RGC_disp_P60,RGC_disp_P61,RGC_disp_P62,RGC_disp_P63,RGC_disp_P64,RGC_disp_P65,RGC_disp_P66,RGC_disp_P67,RGC_disp_P68,RGC_disp
age,1,0.263787326,-0.229794482,0.023395321,0.140615135,0.01044926,0.015160782,-0.025762747,-0.051579549,0.098298962,-0.007584009,0.001970041,-0.077803491,-0.092081232,-0.068196277,-0.067739862,-0.067593172,-0.124784553,-0.121875395,-0.14044831,-0.069564667,-0.062098518,-0.057378318,-0.112065445,-0.14103039,-0.130738928,-0.114936166,-0.141006075,-0.057452336,-0.05818861,-0.098288373,-0.130182966,-0.048770441,-0.024830212,-0.00695116,-0.046930538,-0.096661763,-0.072110598,-0.065794988,-0.068411095,-0.060767046,0.046640285,0.02102889,0.031323123,0.048300343,-0.008473747,-0.158012359,-0.156264319,-0.169892126,-0.089482128,-0.053733484,0.032583763,0.027230713,0.022188112,0.027723246,0.008641797,-0.153810246,-0.159463337,-0.101046234,-0.049412621,-0.010855176,0.019056627,0.033368266,0.024111024,-0.106968305,-0.156298231,-0.162586401,-0.080172649,-0.006554228,-0.048423871,-0.045266578,-0.044243554,-0.128795359,-0.163441133,-0.153334051,-0.100154585,-0.096538291,-0.096978185,-0.11939628,-0.095979003,-0.161706858,-0.161706858,-0.217789159,-0.044143036,-0.1892837,-0.15854968,0.037661319,-0.135803177,-0.015564284,-0.838274664,,,-0.135803177,,-0.111431664,-0.140076739,-0.080378675,-0.075232913,-0.101016976,-0.055359965,-0.055398585,-0.110113693,0.035742547,-0.036441441,-0.133798912,-0.112447165,-0.021580914,-0.117452209,-0.123386757,-0.103023013,0.043249644,-0.056712498,-0.005766757,0.053489372,0.115670296,0.067166652,0.003301407,-0.031539391,0.0076794,0.130526726,0.023494455,-0.057719547,0.009802321,0.042142828,-0.012181428,0.044154838,-0.166949297,0.089197165,0.012795606,-0.187506863,-0.215908575,-0.223378637,-0.215425466,-0.217291666,-0.018609463,-0.224432866,-0.208369014,-0.19989937,-0.229850678,-0.168380789,-0.167492305,-0.197996094,-0.21471555,-0.187437756,-0.211029869,-0.20765333,-0.202854532,-0.217789159,0.217789159,-0.122721708,-0.129434499,-0.132667088,-0.144027823,-0.131787051,-0.183653973,-0.171871675,-0.18347843,-0.140831934,-0.174154741,-0.149986815,-0.176832247,-0.1717131,-0.171894469,-0.15471323,-0.177327978,-0.147212558,-0.142819053,-0.158779679,-0.172830109,-0.138265292,-0.127487126,-0.101544662,-0.123208781,-0.145026775,-0.124024039,-0.115830249,-0.12312726,-0.140894958,-0.030430509,-0.053107204,-0.053590894,-0.009692794,-0.086202153,-0.19487397,-0.173098683,-0.194370233,-0.152316807,-0.145910127,-0.075195646,-0.04553693,-0.051908445,-0.020589785,-0.10224122,-0.162647757,-0.174465673,-0.164103764,-0.129229082,-0.103182154,-0.091103955,-0.071221255,-0.080565938,-0.155878058,-0.172819183,-0.200614319,-0.152056506,-0.12932083,-0.122438015,-0.113600958,-0.119244067,-0.140797484,-0.199566292,-0.173793773,-0.14681005,-0.150218828,-0.147799806,-0.1546662,-0.135370625,-0.161888271
Pupil,0.263787326,1,0.073855326,0.020022446,-0.149527233,0.031764664,0.146719221,0.138982957,0.227405299,-0.14445864,0.093524636,0.206350484,0.069741294,0.07507092,0.086345881,0.069540759,0.082544601,0.099514016,0.102912265,0.076226738,0.115049009,0.097064434,0.13971742,0.193633935,0.169741801,0.18087602,0.16931717,0.167191198,0.13460981,0.146568935,0.192769377,0.161383709,0.19144651,0.188614853,0.197619027,0.185480136,0.128843557,0.162944662,0.138383888,0.16926345,0.159485355,0.192952891,0.211585202,0.209876301,0.207607038,0.185603156,0.151474437,0.161832488,0.171533572,0.155203023,0.116748438,0.19876088,0.197099465,0.22320437,0.238422939,0.232634289,0.145541548,0.170169544,0.156484322,0.133383805,0.128990797,0.188664388,0.191456326,0.188982121,0.17904432,0.160464903,0.178631462,0.169219768,0.148284299,0.153711899,0.150759183,0.169400604,0.177496917,0.148639035,0.177086904,0.180381066,0.180924541,0.162020365,0.158580402,0.175605258,0.17820016,0.17820016,0.175326815,-0.01341732,0.187576604,-0.037534815,-0.22642331,0.084242858,-0.033251286,-0.237728033,,,0.084242858,,0.129052185,0.12097002,-0.203533846,0.110400002,-0.061176778,-0.134321804,-0.18036631,-0.226338649,0.121396113,0.159404977,0.026844725,0.067891145,0.03508643,0.190440534,0.200717066,0.092412009,0.214776787,0.225400273,0.225585636,0.148191662,0.187367522,0.198927082,0.211253269,0.177417347,0.209876727,0.166506988,0.140434552,0.171038129,0.144876769,0.184000654,0.210594774,0.189329333,0.028391734,-0.019085279,0.006855216,0.173473796,0.122108365,0.184032615,0.184711202,0.175543619,0.067906407,0.115668176,0.113063991,0.122523339,0.117204807,0.182458729,0.197696869,0.127748454,0.155575904,0.17164412,0.207346903,0.230071266,0.156395389,0.175326815,-0.175326815,0.099962383,0.117772519,0.103053062,0.084317503,0.105515418,0.116236899,0.116223662,0.10063089,0.122586526,0.098295371,0.104877736,0.141754264,0.158952835,0.134689236,0.147260102,0.161557118,0.121325902,0.126693151,0.136868986,0.129675117,0.1530615,0.152451297,0.189222996,0.160515106,0.123696073,0.135316505,0.118893717,0.153194138,0.136827638,0.138644256,0.176050573,0.168943282,0.152909325,0.131672637,0.156257198,0.163147511,0.157923175,0.145291371,0.115002753,0.154065132,0.17346196,0.176215336,0.166266816,0.156807181,0.181005494,0.166816925,0.134421206,0.137918265,0.164239072,0.161082086,0.167428595,0.147126054,0.185771274,0.195991482,0.170459596,0.156117297,0.141918788,0.187599737,0.183930225,0.186314337,0.211092431,0.181871841,0.186965109,0.205116034,0.198062639,0.206317679,0.176441703,0.172864711,0.19087529
VA,-0.229794482,0.073855326,1,0.000534258,-0.156248623,0.012050577,0.350301148,0.012063854,0.615178401,-0.204523174,0.121519387,0.71163677,0.393614429,0.386917168,0.41148307,0.37472434,0.354774217,0.342243723,0.333067321,0.329745755,0.395809783,0.361647553,0.331360253,0.342100809,0.376641928,0.408079414,0.387389584,0.360370431,0.405243296,0.347241091,0.341553146,0.390802554,0.485397224,0.533290624,0.526864968,0.521855464,0.407166777,0.37350112,0.341303312,0.406305826,0.507142725,0.630448799,0.637834385,0.631876061,0.631118278,0.603331386,0.404394006,0.407561159,0.452121096,0.529576078,0.648560489,0.735438764,0.728482205,0.719764468,0.697414843,0.69563365,0.406470204,0.430504467,0.538283105,0.547176902,0.661763504,0.707382487,0.696488065,0.69896203,0.398741824,0.400544802,0.455507831,0.520763322,0.526255473,0.57741186,0.606633624,0.594029131,0.410063059,0.395221708,0.395576643,0.45139461,0.500823926,0.497437081,0.367452836,0.338266796,0.60059334,0.60059334,0.537806004,0.426962212,0.587377556,-0.367719651,-0.563801812,0.318623633,-0.125038519,0.123927754,,,0.318623633,,0.263358561,0.338526554,-0.128232693,0.332466925,0.223931343,-0.036919212,-0.154814856,-0.148754325,0.088807129,0.309455753,0.34733363,0.22549883,0.089283015,0.293062008,0.282849313,0.288070559,0.417481953,0.391980375,0.422270247,0.345988454,0.421105241,0.374486619,0.297524112,0.325136568,0.451735426,0.081391518,0.143846188,0.429823618,0.546842506,0.464662568,0.340107068,0.166411801,0.010697813,0.095509617,-0.046079539,0.496724238,0.521311766,0.533745939,0.523338983,0.537586088,0.168268342,0.543209139,0.507998618,0.499670139,0.518508285,0.488635314,0.469812297,0.472185413,0.504032861,0.520719718,0.494255416,0.485099716,0.491900834,0.537806004,-0.537806004,0.385025148,0.348482598,0.405050975,0.387595861,0.345256034,0.323652302,0.302872998,0.310058367,0.388102376,0.362162585,0.329557861,0.339830177,0.344247373,0.372919815,0.376835047,0.341145753,0.390919869,0.36276554,0.354008894,0.370851257,0.437723903,0.505319137,0.495740582,0.485259677,0.352357518,0.366121088,0.356549034,0.386466663,0.46471723,0.565747707,0.59892231,0.582479076,0.581218333,0.557548005,0.388021504,0.420235416,0.464243014,0.530431736,0.600779045,0.626936572,0.640914111,0.639388527,0.632396564,0.509344463,0.408439695,0.469292116,0.541031933,0.550512142,0.617746024,0.646776055,0.644735039,0.632785569,0.387591082,0.433687765,0.476615632,0.506345129,0.496234124,0.559748986,0.564153105,0.546960213,0.382300712,0.410418447,0.428379696,0.460731161,0.486649783,0.470438516,0.369386052,0.34975968,0.604543861
FixLoss_times,0.023395321,0.020022446,0.000534258,1,0.096958364,0.990969418,0.023340135,0.314448847,-0.028529678,-0.014503326,-0.008629209,-0.001648115,-0.022899295,-0.014618269,-0.001551765,-0.037525465,-0.040731328,-0.007128554,-0.001932365,-0.005733394,-0.017634355,-0.024490865,-0.016019811,-0.010820298,0.036227402,0.053397408,0.040504555,0.014772199,-0.024654819,-0.039647109,-0.025082026,0.015670395,0.00316845,0.015768978,0.023676972,0.004128089,-0.020628431,-0.06783996,-0.055765441,-0.022845879,-0.000997177,0.02209881,0.034725633,0.037358317,0.064412292,0.070636222,-0.076778138,-0.048311272,-0.05590829,-0.106486139,-0.093163213,-0.026150406,-0.016299998,0.016608401,0.055673516,0.050634871,-0.052217048,-0.052162614,-0.065000638,-0.109366826,-0.082160463,-0.045757351,-0.032509643,-0.024556941,-0.040627439,-0.031422912,-0.07417374,-0.06785412,-0.07898369,-0.090149023,-0.064819944,-0.05600487,-0.031771846,-0.032468115,-0.029864871,-0.037666487,-0.034344238,-0.034624797,-0.022994992,-0.000685217,-0.07018281,-0.07018281,-0.030352159,-0.040808805,-0.038723317,0.021124033,0.030351692,-0.014921609,-0.10626519,-0.078607429,,,-0.014921609,,0.004381378,-0.020546504,-0.000366733,-0.020262747,0.005593301,-0.019696569,0.019207234,0.013601841,0.003043362,-0.028825994,-0.018804579,0.023047416,0.004444212,-0.018896766,-0.031597466,-0.016779974,-0.030662915,-0.0255469,-0.048065847,-0.024810157,-0.033960066,-0.000309503,-0.002903367,-0.044543042,-0.052050584,0.003317308,-0.074088365,-0.082095492,-0.02927146,-0.016179173,-0.029177154,-0.025772048,-0.045152425,0.003774364,-0.043702418,-0.030127314,-0.022530425,-0.036227306,-0.023499645,-0.030271269,-0.001400058,-0.027224754,-0.02806151,-0.017997479,-0.010519629,-0.024483338,-0.034834985,-0.027053247,-0.015420587,-0.024704886,-0.033127922,-0.040791513,-0.032982431,-0.030352159,0.030352159,-0.057911306,-0.050065849,-0.045166048,-0.073398369,-0.0752169,-0.059567047,-0.029428137,-0.04186171,-0.034790521,-0.063575196,-0.061689819,-0.040073027,-0.028661554,0.007564512,0.015167889,-0.020210363,-0.046188689,-0.070987043,-0.062103926,-0.014782333,-0.025489488,-0.040161009,-0.030986746,-0.036801501,-0.04050346,-0.066112964,-0.06780439,-0.065823303,-0.024935359,-0.04118269,-0.037142441,-0.018912423,0.010823594,0.010709531,-0.055407613,-0.064350492,-0.083178094,-0.130770895,-0.114754142,-0.089397644,-0.081381283,-0.057678577,-0.003261384,0.028785484,-0.063724004,-0.057133484,-0.082459059,-0.081747947,-0.057863573,-0.061391674,-0.053808106,-0.040976509,-0.036249266,-0.032989456,-0.064476124,-0.060985931,-0.066612931,-0.076029156,-0.062578623,-0.044668529,-0.02770482,-0.016481384,-0.026267017,-0.036017765,-0.009852576,-0.034140331,-0.054633634,-0.02024589,-0.063903866
Ca_trial,0.140615135,-0.149527233,-0.156248623,0.096958364,1,0.015567937,0.212665758,0.063714309,-0.331215561,0.577044258,-0.311636413,-0.117818523,-0.208047555,-0.260275045,-0.187337159,-0.225566294,-0.288750706,-0.321373931,-0.316201923,-0.331513306,-0.244589682,-0.229018214,-0.305484051,-0.335044631,-0.337829034,-0.313876908,-0.295078383,-0.352769538,-0.285684573,-0.282191796,-0.329572752,-0.304257959,-0.244166378,-0.278295612,-0.269476433,-0.257989033,-0.290964106,-0.2784711,-0.27909495,-0.288403043,-0.165575935,-0.134043311,-0.122364116,-0.112231897,-0.145574053,-0.15841048,-0.322609928,-0.32542573,-0.296558716,-0.194499031,-0.148351457,-0.15364635,-0.188511345,-0.182839701,-0.158551012,-0.146872085,-0.316092426,-0.284440619,-0.261635953,-0.176416552,-0.163602772,-0.179469411,-0.180992705,-0.151415258,-0.30110922,-0.303274412,-0.283167223,-0.234702749,-0.21331765,-0.162579591,-0.182756965,-0.180802184,-0.324959446,-0.311148425,-0.315843905,-0.293526234,-0.272483597,-0.268684699,-0.3038711,-0.275342263,-0.448003475,-0.448003475,-0.511033591,0.237054997,-0.497276305,-0.270258896,0.485042224,-0.382289551,0.019279578,-0.107981713,,,-0.382289551,,-0.411227915,-0.275748809,-0.037419583,-0.369615347,-0.016385219,-0.082885661,-0.06402064,0.054198097,-0.125870791,-0.327827464,-0.388820785,-0.362798697,-0.236446842,-0.391399673,-0.388150051,-0.171332923,-0.361705614,-0.454412113,-0.350528505,-0.244933912,-0.234027607,-0.341276008,-0.392667571,-0.375366815,-0.418277811,-0.219603655,-0.255483304,-0.348677261,-0.247788161,-0.383445456,-0.450755588,-0.343473138,-0.038532342,0.098850212,-0.000843246,-0.505123402,-0.465366907,-0.481196517,-0.519135333,-0.511205277,-0.181942689,-0.405487643,-0.457700899,-0.462952468,-0.441885955,-0.454891379,-0.487030991,-0.500894972,-0.505792985,-0.490290252,-0.503463593,-0.51213744,-0.429087211,-0.511033591,0.511033591,-0.331074461,-0.369604565,-0.318408125,-0.371059323,-0.429118271,-0.46586075,-0.444787403,-0.447940424,-0.384333553,-0.41239158,-0.472175036,-0.486806582,-0.472139822,-0.450571745,-0.440373386,-0.452920859,-0.419938208,-0.454193746,-0.47720442,-0.461347794,-0.418695043,-0.41465033,-0.403266694,-0.370898876,-0.399926988,-0.42549427,-0.438567585,-0.463469361,-0.363272889,-0.292151642,-0.280624868,-0.265711586,-0.251544617,-0.247560505,-0.37530582,-0.41293328,-0.422683216,-0.374429237,-0.295140165,-0.254472184,-0.247606926,-0.252947999,-0.232011973,-0.187891163,-0.392208928,-0.392723254,-0.36731239,-0.342126789,-0.273165423,-0.25120832,-0.256117067,-0.242382524,-0.381145208,-0.408288069,-0.389068137,-0.383724481,-0.343923437,-0.328216673,-0.323485368,-0.287101384,-0.373270194,-0.407694423,-0.418329229,-0.408768222,-0.379770104,-0.378542692,-0.38849703,-0.346879549,-0.460577569
FixLose_pcnt,0.01044926,0.031764664,0.012050577,0.990969418,0.015567937,1,0.002268623,0.309051679,0.00366749,-0.066764261,0.019354822,0.005519905,0.003229,0.016421176,0.020655215,-0.01053491,-0.007285732,0.026529299,0.031896217,0.030174661,0.007284692,0.001179548,0.014373125,0.023552194,0.067715029,0.082292796,0.069388096,0.049195599,0.002818078,-0.009158962,0.009698104,0.045486331,0.026489172,0.037780215,0.045788045,0.026772197,0.00782901,-0.037844949,-0.026169321,0.006318628,0.019260916,0.027100046,0.039140671,0.041712633,0.072777856,0.079787074,-0.046339701,-0.02020996,-0.030433877,-0.084934541,-0.075439454,-0.010170169,-0.000445634,0.028595926,0.064115807,0.058040018,-0.022292966,-0.026057801,-0.041963807,-0.086100857,-0.063023338,-0.025435411,-0.012138027,-0.007630848,-0.011923854,-0.003226251,-0.04588347,-0.044519576,-0.055177115,-0.071818899,-0.046109127,-0.038744917,-0.001382325,-0.002669761,-0.001051252,-0.011943966,-0.008017414,-0.010532203,0.005034941,0.024619798,-0.029645598,-0.029645598,0.015941812,-0.059420204,0.006763019,0.042315022,-0.013712968,0.017388997,-0.105441241,-0.06731049,,,0.017388997,,0.036196147,0.003244738,0.004726198,0.011723978,0.011816784,-0.007384936,0.022418959,0.012619994,0.016439477,-0.001908799,0.014805609,0.052756657,0.019252696,0.011211259,-0.001015787,-0.002491227,0.005297773,0.018884121,-0.014751312,0.000200165,-0.007603368,0.029809452,0.035962783,-0.005873122,-0.010702406,0.026871391,-0.050537697,-0.047359895,-0.003340719,0.021701784,0.016063933,0.008638246,-0.048708438,-0.009364926,-0.034660863,0.015314236,0.021271051,0.007785864,0.02207712,0.016091203,0.020549612,0.013145792,0.01662548,0.023431973,0.032545656,0.018148686,0.008431801,0.017333674,0.029429756,0.017552971,0.010322564,0.003761117,0.00604244,0.015941812,-0.015941812,-0.021747802,-0.009332463,-0.010624538,-0.035595556,-0.033858528,-0.015855385,0.015901077,0.002432472,0.002386553,-0.021322339,-0.017208732,0.005714457,0.014254817,0.046672495,0.056774653,0.022078089,-0.008640736,-0.027200022,-0.017436238,0.02692618,0.011782807,-0.003539813,0.005812246,-0.004974379,-0.000371063,-0.024718417,-0.029601514,-0.024623852,0.009101017,-0.018066738,-0.014017908,0.004680858,0.031150521,0.031373225,-0.0234437,-0.028984609,-0.048004793,-0.099873623,-0.086339222,-0.064320776,-0.060212248,-0.035467356,0.016670798,0.048993571,-0.028050424,-0.025055728,-0.051824599,-0.047093261,-0.030352526,-0.035026442,-0.027944265,-0.019238082,-0.003326547,0.004178196,-0.028165176,-0.026663187,-0.03648058,-0.045232866,-0.03326884,-0.020254078,0.006708674,0.019320913,0.010096016,-0.000991013,0.025398457,0.000607733,-0.021645989,0.008379632,-0.021834674
FN,0.015160782,0.146719221,0.350301148,0.023340135,0.212665758,0.002268623,1,0.069173529,0.344428918,0.167241743,-0.0086322,0.408580764,0.146595668,0.150511764,0.164446702,0.153029815,0.146607345,0.158345103,0.142395981,0.126910272,0.123012656,0.157455295,0.16333005,0.158579422,0.161532765,0.179983921,0.177276743,0.149823458,0.156568126,0.170302976,0.159114436,0.179633618,0.219514972,0.23830065,0.243041168,0.240742754,0.155542451,0.174316961,0.186552923,0.220575784,0.301955865,0.36889376,0.33117765,0.369990163,0.349416229,0.306077469,0.198198656,0.230503158,0.291631079,0.355487503,0.423713671,0.397562373,0.305594267,0.345475496,0.378898409,0.393231692,0.226820519,0.272190466,0.304142421,0.390091879,0.431011069,0.416502865,0.440303373,0.424076635,0.215161896,0.258777129,0.300107617,0.339784989,0.350736833,0.442034042,0.421412339,0.4276708,0.219402469,0.261000157,0.252132323,0.293452447,0.309620472,0.313236478,0.231470304,0.258111044,0.213647547,0.213647547,0.16940233,0.369247999,0.212452442,-0.3700282,-0.217900074,0.024359662,-0.158970272,-0.100226758,,,0.024359662,,-0.011101413,0.069238487,-0.096143689,0.049554879,0.065366231,-0.048305062,-0.113742656,-0.093796954,0.06323434,0.064606531,0.014002933,-0.012787023,-0.066106424,0.028035463,0.028692392,0.079025055,0.116086454,0.062775893,0.110748693,0.134131294,0.129038583,0.100422975,0.048042029,0.073201576,0.153854788,-0.002418328,0.063626239,0.16612909,0.224455155,0.150201924,0.072868728,0.01665039,-0.066490448,0.062275855,0.036373252,0.146967428,0.196420385,0.162781109,0.158138419,0.169502458,0.064774771,0.181184496,0.185530781,0.189689932,0.19970204,0.178236907,0.142639244,0.114489742,0.147561191,0.169465791,0.146097114,0.131377957,0.155883536,0.16940233,-0.16940233,0.10624042,0.107648597,0.111316433,0.102794421,0.097440384,0.093378939,0.092877623,0.087511712,0.085809727,0.095331912,0.08948128,0.08048914,0.091807419,0.114769392,0.1122618,0.096736487,0.094721908,0.097205438,0.091699736,0.107518645,0.130886522,0.164928438,0.165502645,0.164204799,0.096676245,0.108932001,0.10115607,0.111879865,0.151989029,0.207501727,0.229455223,0.228593821,0.235360446,0.198618818,0.133065544,0.164207961,0.18071607,0.219871923,0.242447368,0.250645022,0.257809312,0.265677628,0.292522484,0.220196503,0.15982752,0.186358247,0.220583691,0.243332452,0.262111311,0.282537151,0.290292938,0.276859105,0.152216403,0.179812272,0.200691712,0.214077403,0.215778908,0.259956026,0.245054225,0.25035046,0.154556742,0.172825282,0.17147254,0.194169423,0.216691119,0.202152287,0.152333581,0.16173435,0.225715382
FP,-0.025762747,0.138982957,0.012063854,0.314448847,0.063714309,0.309051679,0.069173529,1,-0.00257781,0.017126848,-0.035004565,0.061487914,0.017521607,0.017583676,-0.011973445,-0.027006356,-0.032627511,-0.006988711,-0.011617484,-0.012533596,-0.010384539,-0.031751362,-0.022044784,-0.006003996,0.000496899,0.058544532,0.01218462,0.008921992,-0.009611191,-0.03060129,-0.008623632,0.010616308,0.042841956,0.057637829,0.055188313,0.051881494,-0.02599202,-0.047697876,-0.038074452,-0.006238164,0.028994488,0.06550547,0.079911417,0.079986448,0.084256453,0.086031787,-0.010442287,-0.001933192,0.006866717,-0.056305371,-0.069919791,0.031369032,0.038817042,0.060884667,0.074286199,0.093092537,-0.009137599,0.002595992,-0.029794144,-0.073318801,-0.066648897,-0.019266015,-0.003813142,-0.003371846,-0.024701015,-0.011335404,-0.013350436,-0.038619818,-0.042440186,-0.045842264,-0.038009635,-0.036182253,-0.010701478,0.002255592,0.005712281,-0.039973879,-0.033919624,-0.026177015,-0.019318353,-0.021457379,0.010347869,0.010347869,-0.03291875,0.008276808,-0.022043374,-0.016966686,0.019919571,-0.135037698,-0.135952047,-0.053690096,,,-0.135037698,,-0.05644275,-0.100992738,-0.187350966,-0.089828932,-0.101520286,-0.166337682,-0.15158092,-0.182028654,-0.094810459,-0.070066663,-0.069489362,-0.047936145,-0.034174534,-0.051430116,-0.081529591,-0.060997622,-0.050588861,-0.040009427,-0.03899772,-0.03388802,-0.039750992,-0.030916855,-0.054044764,-0.073876397,-0.061609072,-0.013190893,-0.055596711,-0.068171313,-0.05381022,-0.035748465,-0.046646302,-0.039840755,-0.060581542,-0.022800583,0.025719222,-0.032193753,-0.034787163,-0.035630625,-0.021134683,-0.032640124,0.018194566,-0.0405355,-0.042617319,-0.031011201,-0.031524526,-0.030962365,-0.033851134,-0.027703584,-0.021115564,-0.016872122,-0.019773155,-0.032745314,-0.02944896,-0.03291875,0.03291875,-0.015585546,0.000663519,-0.033807841,-0.062714577,-0.038699508,-0.032860688,0.000623025,-0.005269228,-0.014512805,-0.037025253,-0.03696595,-0.032725811,-0.026494863,0.030355588,-0.009749741,0.009152142,-0.019826575,-0.042254136,-0.039016271,-0.019967033,0.011183493,0.043471766,0.033069759,0.066838813,-0.028462505,-0.075186208,-0.045870294,-0.028802261,-0.011999634,0.038137731,0.060698378,0.075659106,0.077658992,0.067992115,0.003003373,0.010580051,0.027721089,-0.018396045,-0.014338925,0.014812906,0.034377632,0.043598391,0.061581533,0.137175711,0.0232123,0.014776094,0.001895075,-0.00381976,-0.012692002,-0.010775706,0.008394687,0.038659629,0.006433034,0.015918314,0.03982209,0.025844037,0.007121274,0.007330345,0.006850097,0.000443776,0.039869331,0.040096849,0.037339233,0.007513633,0.036958815,0.028355929,0.029523907,0.011462377,0.010082563
